state,date,sex,age,ethnicity,population,year
Kelantan,1991-01-01,both,75-79,other_citizen,100.0,1991
Kelantan,1991-01-01,both,75-79,other_noncitizen,0.0,1991
Kelantan,1991-01-01,both,80-84,overall,6100.0,1991
Kelantan,1991-01-01,both,80-84,bumi_malay,5500.0,1991
Kelantan,1991-01-01,both,80-84,bumi_other,0.0,1991
Kelantan,1991-01-01,both,80-84,chinese,400.0,1991
Kelantan,1991-01-01,both,80-84,indian,0.0,1991
Kelantan,1991-01-01,both,80-84,other_citizen,100.0,1991
Kelantan,1991-01-01,both,80-84,other_noncitizen,100.0,1991
Kelantan,1991-01-01,both,85+,overall,4900.0,1991
Kelantan,1991-01-01,both,85+,bumi_malay,4600.0,1991
Kelantan,1991-01-01,both,85+,bumi_other,0.0,1991
Kelantan,1991-01-01,both,85+,chinese,200.0,1991
Kelantan,1991-01-01,both,85+,indian,0.0,1991
Kelantan,1991-01-01,both,85+,other_citizen,100.0,1991
Kelantan,1991-01-01,both,85+,other_noncitizen,100.0,1991
Kelantan,1991-01-01,female,overall,overall,621900.0,1991
Kelantan,1991-01-01,female,overall,bumi_malay,570700.0,1991
Kelantan,1991-01-01,female,overall,bumi_other,4000.0,1991
Kelantan,1991-01-01,female,overall,chinese,26300.0,1991
Kelantan,1991-01-01,female,overall,indian,2900.0,1991
Kelantan,1991-01-01,female,overall,other_citizen,6100.0,1991
Kelantan,1991-01-01,female,overall,other_noncitizen,11800.0,1991
Kelantan,1991-01-01,female,0-4,overall,98300.0,1991
Kelantan,1991-01-01,female,0-4,bumi_malay,92400.0,1991
Kelantan,1991-01-01,female,0-4,bumi_other,900.0,1991
Kelantan,1991-01-01,female,0-4,chinese,2900.0,1991
Kelantan,1991-01-01,female,0-4,indian,400.0,1991
Kelantan,1991-01-01,female,0-4,other_citizen,700.0,1991
Kelantan,1991-01-01,female,0-4,other_noncitizen,900.0,1991
Kelantan,1991-01-01,female,5-9,overall,89500.0,1991
Kelantan,1991-01-01,female,5-9,bumi_malay,83900.0,1991
Kelantan,1991-01-01,female,5-9,bumi_other,600.0,1991
Kelantan,1991-01-01,female,5-9,chinese,2800.0,1991
Kelantan,1991-01-01,female,5-9,indian,400.0,1991
Kelantan,1991-01-01,female,5-9,other_citizen,900.0,1991
Kelantan,1991-01-01,female,5-9,other_noncitizen,1000.0,1991
Kelantan,1991-01-01,female,10-14,overall,75600.0,1991
Kelantan,1991-01-01,female,10-14,bumi_malay,70800.0,1991
Kelantan,1991-01-01,female,10-14,bumi_other,400.0,1991
Kelantan,1991-01-01,female,10-14,chinese,2700.0,1991
Kelantan,1991-01-01,female,10-14,indian,300.0,1991
Kelantan,1991-01-01,female,10-14,other_citizen,600.0,1991
Kelantan,1991-01-01,female,10-14,other_noncitizen,900.0,1991
Kelantan,1991-01-01,female,15-19,overall,64800.0,1991
Kelantan,1991-01-01,female,15-19,bumi_malay,59600.0,1991
Kelantan,1991-01-01,female,15-19,bumi_other,400.0,1991
Kelantan,1991-01-01,female,15-19,chinese,2300.0,1991
Kelantan,1991-01-01,female,15-19,indian,200.0,1991
Kelantan,1991-01-01,female,15-19,other_citizen,500.0,1991
Kelantan,1991-01-01,female,15-19,other_noncitizen,1800.0,1991
Kelantan,1991-01-01,female,20-24,overall,47100.0,1991
Kelantan,1991-01-01,female,20-24,bumi_malay,42000.0,1991
Kelantan,1991-01-01,female,20-24,bumi_other,300.0,1991
Kelantan,1991-01-01,female,20-24,chinese,2100.0,1991
Kelantan,1991-01-01,female,20-24,indian,200.0,1991
Kelantan,1991-01-01,female,20-24,other_citizen,400.0,1991
Kelantan,1991-01-01,female,20-24,other_noncitizen,2100.0,1991
Kelantan,1991-01-01,female,25-29,overall,44600.0,1991
Kelantan,1991-01-01,female,25-29,bumi_malay,39300.0,1991
Kelantan,1991-01-01,female,25-29,bumi_other,300.0,1991
Kelantan,1991-01-01,female,25-29,chinese,2500.0,1991
Kelantan,1991-01-01,female,25-29,indian,300.0,1991
Kelantan,1991-01-01,female,25-29,other_citizen,300.0,1991
Kelantan,1991-01-01,female,25-29,other_noncitizen,1800.0,1991
Kelantan,1991-01-01,female,30-34,overall,40000.0,1991
Kelantan,1991-01-01,female,30-34,bumi_malay,35600.0,1991
Kelantan,1991-01-01,female,30-34,bumi_other,300.0,1991
Kelantan,1991-01-01,female,30-34,chinese,2300.0,1991
Kelantan,1991-01-01,female,30-34,indian,300.0,1991
Kelantan,1991-01-01,female,30-34,other_citizen,400.0,1991
Kelantan,1991-01-01,female,30-34,other_noncitizen,1100.0,1991
Kelantan,1991-01-01,female,35-39,overall,34300.0,1991
Kelantan,1991-01-01,female,35-39,bumi_malay,30600.0,1991
Kelantan,1991-01-01,female,35-39,bumi_other,200.0,1991
Kelantan,1991-01-01,female,35-39,chinese,2000.0,1991
Kelantan,1991-01-01,female,35-39,indian,200.0,1991
Kelantan,1991-01-01,female,35-39,other_citizen,400.0,1991
Kelantan,1991-01-01,female,35-39,other_noncitizen,900.0,1991
Kelantan,1991-01-01,female,40-44,overall,28400.0,1991
Kelantan,1991-01-01,female,40-44,bumi_malay,25900.0,1991
Kelantan,1991-01-01,female,40-44,bumi_other,200.0,1991
Kelantan,1991-01-01,female,40-44,chinese,1600.0,1991
Kelantan,1991-01-01,female,40-44,indian,100.0,1991
Kelantan,1991-01-01,female,40-44,other_citizen,300.0,1991
Kelantan,1991-01-01,female,40-44,other_noncitizen,500.0,1991
Kelantan,1991-01-01,female,45-49,overall,23000.0,1991
Kelantan,1991-01-01,female,45-49,bumi_malay,21100.0,1991
Kelantan,1991-01-01,female,45-49,bumi_other,100.0,1991
Kelantan,1991-01-01,female,45-49,chinese,1200.0,1991
Kelantan,1991-01-01,female,45-49,indian,100.0,1991
Kelantan,1991-01-01,female,45-49,other_citizen,300.0,1991
Kelantan,1991-01-01,female,45-49,other_noncitizen,200.0,1991
Kelantan,1991-01-01,female,50-54,overall,19400.0,1991
Kelantan,1991-01-01,female,50-54,bumi_malay,17600.0,1991
Kelantan,1991-01-01,female,50-54,bumi_other,100.0,1991
Kelantan,1991-01-01,female,50-54,chinese,1000.0,1991
Kelantan,1991-01-01,female,50-54,indian,100.0,1991
Kelantan,1991-01-01,female,50-54,other_citizen,500.0,1991
Kelantan,1991-01-01,female,50-54,other_noncitizen,200.0,1991
Kelantan,1991-01-01,female,55-59,overall,16000.0,1991
Kelantan,1991-01-01,female,55-59,bumi_malay,14500.0,1991
Kelantan,1991-01-01,female,55-59,bumi_other,100.0,1991
Kelantan,1991-01-01,female,55-59,chinese,800.0,1991
Kelantan,1991-01-01,female,55-59,indian,100.0,1991
Kelantan,1991-01-01,female,55-59,other_citizen,400.0,1991
Kelantan,1991-01-01,female,55-59,other_noncitizen,100.0,1991
Kelantan,1991-01-01,female,60-64,overall,13200.0,1991
Kelantan,1991-01-01,female,60-64,bumi_malay,12100.0,1991
Kelantan,1991-01-01,female,60-64,bumi_other,0.0,1991
Kelantan,1991-01-01,female,60-64,chinese,700.0,1991
Kelantan,1991-01-01,female,60-64,indian,100.0,1991
Kelantan,1991-01-01,female,60-64,other_citizen,200.0,1991
Kelantan,1991-01-01,female,60-64,other_noncitizen,200.0,1991
Kelantan,1991-01-01,female,65-69,overall,10300.0,1991
Kelantan,1991-01-01,female,65-69,bumi_malay,9600.0,1991
Kelantan,1991-01-01,female,65-69,bumi_other,0.0,1991
Kelantan,1991-01-01,female,65-69,chinese,500.0,1991
Kelantan,1991-01-01,female,65-69,indian,0.0,1991
Kelantan,1991-01-01,female,65-69,other_citizen,100.0,1991
Kelantan,1991-01-01,female,65-69,other_noncitizen,0.0,1991
Kelantan,1991-01-01,female,70-74,overall,7300.0,1991
Kelantan,1991-01-01,female,70-74,bumi_malay,6700.0,1991
Kelantan,1991-01-01,female,70-74,bumi_other,0.0,1991
Kelantan,1991-01-01,female,70-74,chinese,400.0,1991
Kelantan,1991-01-01,female,70-74,indian,0.0,1991
Kelantan,1991-01-01,female,70-74,other_citizen,100.0,1991
Kelantan,1991-01-01,female,70-74,other_noncitizen,0.0,1991
Kelantan,1991-01-01,female,75-79,overall,3600.0,1991
Kelantan,1991-01-01,female,75-79,bumi_malay,3200.0,1991
Kelantan,1991-01-01,female,75-79,bumi_other,0.0,1991
Kelantan,1991-01-01,female,75-79,chinese,300.0,1991
Kelantan,1991-01-01,female,75-79,indian,0.0,1991
Kelantan,1991-01-01,female,75-79,other_citizen,100.0,1991
Kelantan,1991-01-01,female,75-79,other_noncitizen,0.0,1991
Kelantan,1991-01-01,female,80-84,overall,3500.0,1991
Kelantan,1991-01-01,female,80-84,bumi_malay,3100.0,1991
Kelantan,1991-01-01,female,80-84,bumi_other,0.0,1991
Kelantan,1991-01-01,female,80-84,chinese,200.0,1991
Kelantan,1991-01-01,female,80-84,indian,0.0,1991
Kelantan,1991-01-01,female,80-84,other_citizen,0.0,1991
Kelantan,1991-01-01,female,80-84,other_noncitizen,100.0,1991
Kelantan,1991-01-01,female,85+,overall,3100.0,1991
Kelantan,1991-01-01,female,85+,bumi_malay,2800.0,1991
Kelantan,1991-01-01,female,85+,bumi_other,0.0,1991
Kelantan,1991-01-01,female,85+,chinese,100.0,1991
Kelantan,1991-01-01,female,85+,indian,0.0,1991
Kelantan,1991-01-01,female,85+,other_citizen,100.0,1991
Kelantan,1991-01-01,female,85+,other_noncitizen,0.0,1991
Kelantan,1991-01-01,male,overall,overall,605100.0,1991
Kelantan,1991-01-01,male,overall,bumi_malay,549800.0,1991
Kelantan,1991-01-01,male,overall,bumi_other,4500.0,1991
Kelantan,1991-01-01,male,overall,chinese,28900.0,1991
Kelantan,1991-01-01,male,overall,indian,3100.0,1991
Kelantan,1991-01-01,male,overall,other_citizen,5500.0,1991
Kelantan,1991-01-01,male,overall,other_noncitizen,13300.0,1991
Kelantan,1991-01-01,male,0-4,overall,104600.0,1991
Kelantan,1991-01-01,male,0-4,bumi_malay,98200.0,1991
Kelantan,1991-01-01,male,0-4,bumi_other,1000.0,1991
Kelantan,1991-01-01,male,0-4,chinese,2900.0,1991
Kelantan,1991-01-01,male,0-4,indian,400.0,1991
Kelantan,1991-01-01,male,0-4,other_citizen,700.0,1991
Kelantan,1991-01-01,male,0-4,other_noncitizen,1300.0,1991
Kelantan,1991-01-01,male,5-9,overall,93100.0,1991
Kelantan,1991-01-01,male,5-9,bumi_malay,87700.0,1991
Kelantan,1991-01-01,male,5-9,bumi_other,700.0,1991
Kelantan,1991-01-01,male,5-9,chinese,3100.0,1991
Kelantan,1991-01-01,male,5-9,indian,300.0,1991
Kelantan,1991-01-01,male,5-9,other_citizen,400.0,1991
Kelantan,1991-01-01,male,5-9,other_noncitizen,900.0,1991
Kelantan,1991-01-01,male,10-14,overall,76800.0,1991
Kelantan,1991-01-01,male,10-14,bumi_malay,71700.0,1991
Kelantan,1991-01-01,male,10-14,bumi_other,500.0,1991
Kelantan,1991-01-01,male,10-14,chinese,2800.0,1991
Kelantan,1991-01-01,male,10-14,indian,300.0,1991
Kelantan,1991-01-01,male,10-14,other_citizen,700.0,1991
Kelantan,1991-01-01,male,10-14,other_noncitizen,800.0,1991
Kelantan,1991-01-01,male,15-19,overall,60700.0,1991
Kelantan,1991-01-01,male,15-19,bumi_malay,54900.0,1991
Kelantan,1991-01-01,male,15-19,bumi_other,400.0,1991
Kelantan,1991-01-01,male,15-19,chinese,2600.0,1991
Kelantan,1991-01-01,male,15-19,indian,200.0,1991
Kelantan,1991-01-01,male,15-19,other_citizen,600.0,1991
Kelantan,1991-01-01,male,15-19,other_noncitizen,2000.0,1991
Kelantan,1991-01-01,male,20-24,overall,40900.0,1991
Kelantan,1991-01-01,male,20-24,bumi_malay,35400.0,1991
Kelantan,1991-01-01,male,20-24,bumi_other,400.0,1991
Kelantan,1991-01-01,male,20-24,chinese,1900.0,1991
Kelantan,1991-01-01,male,20-24,indian,200.0,1991
Kelantan,1991-01-01,male,20-24,other_citizen,400.0,1991
Kelantan,1991-01-01,male,20-24,other_noncitizen,2600.0,1991
Kelantan,1991-01-01,male,25-29,overall,38700.0,1991
Kelantan,1991-01-01,male,25-29,bumi_malay,33200.0,1991
Kelantan,1991-01-01,male,25-29,bumi_other,300.0,1991
Kelantan,1991-01-01,male,25-29,chinese,2400.0,1991
Kelantan,1991-01-01,male,25-29,indian,300.0,1991
Kelantan,1991-01-01,male,25-29,other_citizen,300.0,1991
Kelantan,1991-01-01,male,25-29,other_noncitizen,2100.0,1991
Kelantan,1991-01-01,male,30-34,overall,36400.0,1991
Kelantan,1991-01-01,male,30-34,bumi_malay,31600.0,1991
Kelantan,1991-01-01,male,30-34,bumi_other,300.0,1991
Kelantan,1991-01-01,male,30-34,chinese,2700.0,1991
Kelantan,1991-01-01,male,30-34,indian,300.0,1991
Kelantan,1991-01-01,male,30-34,other_citizen,300.0,1991
Kelantan,1991-01-01,male,30-34,other_noncitizen,1200.0,1991
Kelantan,1991-01-01,male,35-39,overall,32100.0,1991
Kelantan,1991-01-01,male,35-39,bumi_malay,27900.0,1991
Kelantan,1991-01-01,male,35-39,bumi_other,200.0,1991
Kelantan,1991-01-01,male,35-39,chinese,2500.0,1991
Kelantan,1991-01-01,male,35-39,indian,200.0,1991
Kelantan,1991-01-01,male,35-39,other_citizen,300.0,1991
Kelantan,1991-01-01,male,35-39,other_noncitizen,900.0,1991
Kelantan,1991-01-01,male,40-44,overall,28300.0,1991
Kelantan,1991-01-01,male,40-44,bumi_malay,24800.0,1991
Kelantan,1991-01-01,male,40-44,bumi_other,200.0,1991
Kelantan,1991-01-01,male,40-44,chinese,2100.0,1991
Kelantan,1991-01-01,male,40-44,indian,200.0,1991
Kelantan,1991-01-01,male,40-44,other_citizen,400.0,1991
Kelantan,1991-01-01,male,40-44,other_noncitizen,700.0,1991
Kelantan,1991-01-01,male,45-49,overall,23400.0,1991
Kelantan,1991-01-01,male,45-49,bumi_malay,20600.0,1991
Kelantan,1991-01-01,male,45-49,bumi_other,200.0,1991
Kelantan,1991-01-01,male,45-49,chinese,1700.0,1991
Kelantan,1991-01-01,male,45-49,indian,100.0,1991
Kelantan,1991-01-01,male,45-49,other_citizen,400.0,1991
Kelantan,1991-01-01,male,45-49,other_noncitizen,400.0,1991
Kelantan,1991-01-01,male,50-54,overall,19000.0,1991
Kelantan,1991-01-01,male,50-54,bumi_malay,17000.0,1991
Kelantan,1991-01-01,male,50-54,bumi_other,200.0,1991
Kelantan,1991-01-01,male,50-54,chinese,1300.0,1991
Kelantan,1991-01-01,male,50-54,indian,100.0,1991
Kelantan,1991-01-01,male,50-54,other_citizen,200.0,1991
Kelantan,1991-01-01,male,50-54,other_noncitizen,200.0,1991
Kelantan,1991-01-01,male,55-59,overall,15300.0,1991
Kelantan,1991-01-01,male,55-59,bumi_malay,13900.0,1991
Kelantan,1991-01-01,male,55-59,bumi_other,100.0,1991
Kelantan,1991-01-01,male,55-59,chinese,1000.0,1991
Kelantan,1991-01-01,male,55-59,indian,100.0,1991
Kelantan,1991-01-01,male,55-59,other_citizen,100.0,1991
Kelantan,1991-01-01,male,55-59,other_noncitizen,200.0,1991
Kelantan,1991-01-01,male,60-64,overall,12100.0,1991
Kelantan,1991-01-01,male,60-64,bumi_malay,11100.0,1991
Kelantan,1991-01-01,male,60-64,bumi_other,100.0,1991
Kelantan,1991-01-01,male,60-64,chinese,700.0,1991
Kelantan,1991-01-01,male,60-64,indian,100.0,1991
Kelantan,1991-01-01,male,60-64,other_citizen,100.0,1991
Kelantan,1991-01-01,male,60-64,other_noncitizen,0.0,1991
Kelantan,1991-01-01,male,65-69,overall,9300.0,1991
Kelantan,1991-01-01,male,65-69,bumi_malay,8600.0,1991
Kelantan,1991-01-01,male,65-69,bumi_other,0.0,1991
Kelantan,1991-01-01,male,65-69,chinese,500.0,1991
Kelantan,1991-01-01,male,65-69,indian,100.0,1991
Kelantan,1991-01-01,male,65-69,other_citizen,100.0,1991
Kelantan,1991-01-01,male,65-69,other_noncitizen,100.0,1991
Kelantan,1991-01-01,male,70-74,overall,6700.0,1991
Kelantan,1991-01-01,male,70-74,bumi_malay,6100.0,1991
Kelantan,1991-01-01,male,70-74,bumi_other,0.0,1991
Kelantan,1991-01-01,male,70-74,chinese,400.0,1991
Kelantan,1991-01-01,male,70-74,indian,0.0,1991
Kelantan,1991-01-01,male,70-74,other_citizen,100.0,1991
Kelantan,1991-01-01,male,70-74,other_noncitizen,0.0,1991
Kelantan,1991-01-01,male,75-79,overall,3400.0,1991
Kelantan,1991-01-01,male,75-79,bumi_malay,3100.0,1991
Kelantan,1991-01-01,male,75-79,bumi_other,0.0,1991
Kelantan,1991-01-01,male,75-79,chinese,300.0,1991
Kelantan,1991-01-01,male,75-79,indian,0.0,1991
Kelantan,1991-01-01,male,75-79,other_citizen,100.0,1991
Kelantan,1991-01-01,male,75-79,other_noncitizen,0.0,1991
Kelantan,1991-01-01,male,80-84,overall,2600.0,1991
Kelantan,1991-01-01,male,80-84,bumi_malay,2400.0,1991
Kelantan,1991-01-01,male,80-84,bumi_other,0.0,1991
Kelantan,1991-01-01,male,80-84,chinese,100.0,1991
Kelantan,1991-01-01,male,80-84,indian,0.0,1991
Kelantan,1991-01-01,male,80-84,other_citizen,0.0,1991
Kelantan,1991-01-01,male,80-84,other_noncitizen,0.0,1991
Kelantan,1991-01-01,male,85+,overall,1900.0,1991
Kelantan,1991-01-01,male,85+,bumi_malay,1800.0,1991
Kelantan,1991-01-01,male,85+,bumi_other,0.0,1991
Kelantan,1991-01-01,male,85+,chinese,100.0,1991
Kelantan,1991-01-01,male,85+,indian,0.0,1991
Kelantan,1991-01-01,male,85+,other_citizen,0.0,1991
Kelantan,1991-01-01,male,85+,other_noncitizen,0.0,1991
Kelantan,1992-01-01,both,overall,overall,1243500.0,1992
Kelantan,1992-01-01,both,overall,bumi_malay,1137700.0,1992
Kelantan,1992-01-01,both,overall,bumi_other,8700.0,1992
Kelantan,1992-01-01,both,overall,chinese,54800.0,1992
Kelantan,1992-01-01,both,overall,indian,5900.0,1992
Kelantan,1992-01-01,both,overall,other_citizen,11800.0,1992
Kelantan,1992-01-01,both,overall,other_noncitizen,24700.0,1992
Kelantan,1992-01-01,both,0-4,overall,202900.0,1992
Kelantan,1992-01-01,both,0-4,bumi_malay,191200.0,1992
Kelantan,1992-01-01,both,0-4,bumi_other,1800.0,1992
Kelantan,1992-01-01,both,0-4,chinese,5800.0,1992
Kelantan,1992-01-01,both,0-4,indian,800.0,1992
Kelantan,1992-01-01,both,0-4,other_citizen,1500.0,1992
Kelantan,1992-01-01,both,0-4,other_noncitizen,1900.0,1992
Kelantan,1992-01-01,both,5-9,overall,186000.0,1992
Kelantan,1992-01-01,both,5-9,bumi_malay,175000.0,1992
Kelantan,1992-01-01,both,5-9,bumi_other,1400.0,1992
Kelantan,1992-01-01,both,5-9,chinese,5600.0,1992
Kelantan,1992-01-01,both,5-9,indian,800.0,1992
Kelantan,1992-01-01,both,5-9,other_citizen,1300.0,1992
Kelantan,1992-01-01,both,5-9,other_noncitizen,2000.0,1992
Kelantan,1992-01-01,both,10-14,overall,152300.0,1992
Kelantan,1992-01-01,both,10-14,bumi_malay,142700.0,1992
Kelantan,1992-01-01,both,10-14,bumi_other,1000.0,1992
Kelantan,1992-01-01,both,10-14,chinese,5200.0,1992
Kelantan,1992-01-01,both,10-14,indian,600.0,1992
Kelantan,1992-01-01,both,10-14,other_citizen,1200.0,1992
Kelantan,1992-01-01,both,10-14,other_noncitizen,1600.0,1992
Kelantan,1992-01-01,both,15-19,overall,125700.0,1992
Kelantan,1992-01-01,both,15-19,bumi_malay,115300.0,1992
Kelantan,1992-01-01,both,15-19,bumi_other,800.0,1992
Kelantan,1992-01-01,both,15-19,chinese,4900.0,1992
Kelantan,1992-01-01,both,15-19,indian,400.0,1992
Kelantan,1992-01-01,both,15-19,other_citizen,1100.0,1992
Kelantan,1992-01-01,both,15-19,other_noncitizen,3200.0,1992
Kelantan,1992-01-01,both,20-24,overall,90300.0,1992
Kelantan,1992-01-01,both,20-24,bumi_malay,79900.0,1992
Kelantan,1992-01-01,both,20-24,bumi_other,800.0,1992
Kelantan,1992-01-01,both,20-24,chinese,3900.0,1992
Kelantan,1992-01-01,both,20-24,indian,400.0,1992
Kelantan,1992-01-01,both,20-24,other_citizen,800.0,1992
Kelantan,1992-01-01,both,20-24,other_noncitizen,4600.0,1992
Kelantan,1992-01-01,both,25-29,overall,83700.0,1992
Kelantan,1992-01-01,both,25-29,bumi_malay,73100.0,1992
Kelantan,1992-01-01,both,25-29,bumi_other,600.0,1992
Kelantan,1992-01-01,both,25-29,chinese,4700.0,1992
Kelantan,1992-01-01,both,25-29,indian,600.0,1992
Kelantan,1992-01-01,both,25-29,other_citizen,700.0,1992
Kelantan,1992-01-01,both,25-29,other_noncitizen,4100.0,1992
Kelantan,1992-01-01,both,30-34,overall,77600.0,1992
Kelantan,1992-01-01,both,30-34,bumi_malay,68300.0,1992
Kelantan,1992-01-01,both,30-34,bumi_other,600.0,1992
Kelantan,1992-01-01,both,30-34,chinese,4800.0,1992
Kelantan,1992-01-01,both,30-34,indian,600.0,1992
Kelantan,1992-01-01,both,30-34,other_citizen,700.0,1992
Kelantan,1992-01-01,both,30-34,other_noncitizen,2500.0,1992
Kelantan,1992-01-01,both,35-39,overall,68100.0,1992
Kelantan,1992-01-01,both,35-39,bumi_malay,60100.0,1992
Kelantan,1992-01-01,both,35-39,bumi_other,400.0,1992
Kelantan,1992-01-01,both,35-39,chinese,4500.0,1992
Kelantan,1992-01-01,both,35-39,indian,500.0,1992
Kelantan,1992-01-01,both,35-39,other_citizen,800.0,1992
Kelantan,1992-01-01,both,35-39,other_noncitizen,1800.0,1992
Kelantan,1992-01-01,both,40-44,overall,58800.0,1992
Kelantan,1992-01-01,both,40-44,bumi_malay,52400.0,1992
Kelantan,1992-01-01,both,40-44,bumi_other,300.0,1992
Kelantan,1992-01-01,both,40-44,chinese,3800.0,1992
Kelantan,1992-01-01,both,40-44,indian,300.0,1992
Kelantan,1992-01-01,both,40-44,other_citizen,700.0,1992
Kelantan,1992-01-01,both,40-44,other_noncitizen,1200.0,1992
Kelantan,1992-01-01,both,45-49,overall,48000.0,1992
Kelantan,1992-01-01,both,45-49,bumi_malay,43300.0,1992
Kelantan,1992-01-01,both,45-49,bumi_other,300.0,1992
Kelantan,1992-01-01,both,45-49,chinese,2900.0,1992
Kelantan,1992-01-01,both,45-49,indian,200.0,1992
Kelantan,1992-01-01,both,45-49,other_citizen,700.0,1992
Kelantan,1992-01-01,both,45-49,other_noncitizen,600.0,1992
Kelantan,1992-01-01,both,50-54,overall,38700.0,1992
Kelantan,1992-01-01,both,50-54,bumi_malay,34800.0,1992
Kelantan,1992-01-01,both,50-54,bumi_other,200.0,1992
Kelantan,1992-01-01,both,50-54,chinese,2300.0,1992
Kelantan,1992-01-01,both,50-54,indian,200.0,1992
Kelantan,1992-01-01,both,50-54,other_citizen,700.0,1992
Kelantan,1992-01-01,both,50-54,other_noncitizen,400.0,1992
Kelantan,1992-01-01,both,55-59,overall,31900.0,1992
Kelantan,1992-01-01,both,55-59,bumi_malay,28900.0,1992
Kelantan,1992-01-01,both,55-59,bumi_other,200.0,1992
Kelantan,1992-01-01,both,55-59,chinese,1800.0,1992
Kelantan,1992-01-01,both,55-59,indian,200.0,1992
Kelantan,1992-01-01,both,55-59,other_citizen,600.0,1992
Kelantan,1992-01-01,both,55-59,other_noncitizen,300.0,1992
Kelantan,1992-01-01,both,60-64,overall,25900.0,1992
Kelantan,1992-01-01,both,60-64,bumi_malay,23700.0,1992
Kelantan,1992-01-01,both,60-64,bumi_other,100.0,1992
Kelantan,1992-01-01,both,60-64,chinese,1400.0,1992
Kelantan,1992-01-01,both,60-64,indian,100.0,1992
Kelantan,1992-01-01,both,60-64,other_citizen,300.0,1992
Kelantan,1992-01-01,both,60-64,other_noncitizen,200.0,1992
Kelantan,1992-01-01,both,65-69,overall,19500.0,1992
Kelantan,1992-01-01,both,65-69,bumi_malay,18000.0,1992
Kelantan,1992-01-01,both,65-69,bumi_other,100.0,1992
Kelantan,1992-01-01,both,65-69,chinese,1000.0,1992
Kelantan,1992-01-01,both,65-69,indian,100.0,1992
Kelantan,1992-01-01,both,65-69,other_citizen,200.0,1992
Kelantan,1992-01-01,both,65-69,other_noncitizen,100.0,1992
Kelantan,1992-01-01,both,70-74,overall,14600.0,1992
Kelantan,1992-01-01,both,70-74,bumi_malay,13400.0,1992
Kelantan,1992-01-01,both,70-74,bumi_other,0.0,1992
Kelantan,1992-01-01,both,70-74,chinese,800.0,1992
Kelantan,1992-01-01,both,70-74,indian,100.0,1992
Kelantan,1992-01-01,both,70-74,other_citizen,200.0,1992
Kelantan,1992-01-01,both,70-74,other_noncitizen,100.0,1992
Kelantan,1992-01-01,both,75-79,overall,9300.0,1992
Kelantan,1992-01-01,both,75-79,bumi_malay,8400.0,1992
Kelantan,1992-01-01,both,75-79,bumi_other,0.0,1992
Kelantan,1992-01-01,both,75-79,chinese,600.0,1992
Kelantan,1992-01-01,both,75-79,indian,100.0,1992
Kelantan,1992-01-01,both,75-79,other_citizen,200.0,1992
Kelantan,1992-01-01,both,75-79,other_noncitizen,100.0,1992
Kelantan,1992-01-01,both,80-84,overall,5700.0,1992
Kelantan,1992-01-01,both,80-84,bumi_malay,5200.0,1992
Kelantan,1992-01-01,both,80-84,bumi_other,0.0,1992
Kelantan,1992-01-01,both,80-84,chinese,400.0,1992
Kelantan,1992-01-01,both,80-84,indian,0.0,1992
Kelantan,1992-01-01,both,80-84,other_citizen,100.0,1992
Kelantan,1992-01-01,both,80-84,other_noncitizen,0.0,1992
Kelantan,1992-01-01,both,85+,overall,4500.0,1992
Kelantan,1992-01-01,both,85+,bumi_malay,4000.0,1992
Kelantan,1992-01-01,both,85+,bumi_other,0.0,1992
Kelantan,1992-01-01,both,85+,chinese,300.0,1992
Kelantan,1992-01-01,both,85+,indian,0.0,1992
Kelantan,1992-01-01,both,85+,other_citizen,100.0,1992
Kelantan,1992-01-01,both,85+,other_noncitizen,100.0,1992
Kelantan,1992-01-01,female,overall,overall,629200.0,1992
Kelantan,1992-01-01,female,overall,bumi_malay,578100.0,1992
Kelantan,1992-01-01,female,overall,bumi_other,4100.0,1992
Kelantan,1992-01-01,female,overall,chinese,26200.0,1992
Kelantan,1992-01-01,female,overall,indian,2800.0,1992
Kelantan,1992-01-01,female,overall,other_citizen,6200.0,1992
Kelantan,1992-01-01,female,overall,other_noncitizen,11700.0,1992
Kelantan,1992-01-01,female,0-4,overall,98400.0,1992
Kelantan,1992-01-01,female,0-4,bumi_malay,92800.0,1992
Kelantan,1992-01-01,female,0-4,bumi_other,900.0,1992
Kelantan,1992-01-01,female,0-4,chinese,2800.0,1992
Kelantan,1992-01-01,female,0-4,indian,400.0,1992
Kelantan,1992-01-01,female,0-4,other_citizen,700.0,1992
Kelantan,1992-01-01,female,0-4,other_noncitizen,800.0,1992
Kelantan,1992-01-01,female,5-9,overall,91300.0,1992
Kelantan,1992-01-01,female,5-9,bumi_malay,85600.0,1992
Kelantan,1992-01-01,female,5-9,bumi_other,700.0,1992
Kelantan,1992-01-01,female,5-9,chinese,2700.0,1992
Kelantan,1992-01-01,female,5-9,indian,400.0,1992
Kelantan,1992-01-01,female,5-9,other_citizen,800.0,1992
Kelantan,1992-01-01,female,5-9,other_noncitizen,1000.0,1992
Kelantan,1992-01-01,female,10-14,overall,75400.0,1992
Kelantan,1992-01-01,female,10-14,bumi_malay,70700.0,1992
Kelantan,1992-01-01,female,10-14,bumi_other,400.0,1992
Kelantan,1992-01-01,female,10-14,chinese,2600.0,1992
Kelantan,1992-01-01,female,10-14,indian,300.0,1992
