state,date,sex,age,ethnicity,population,year
Johor,1970-01-01,both,overall,overall,1325600.0,1970
Johor,1970-01-01,both,0-4,overall,210100.0,1970
Johor,1970-01-01,both,5-9,overall,215700.0,1970
Johor,1970-01-01,both,10-14,overall,192200.0,1970
Johor,1970-01-01,both,15-19,overall,152800.0,1970
Johor,1970-01-01,both,20-24,overall,110700.0,1970
Johor,1970-01-01,both,25-29,overall,76900.0,1970
Johor,1970-01-01,both,30-34,overall,76800.0,1970
Johor,1970-01-01,both,35-39,overall,59200.0,1970
Johor,1970-01-01,both,40-44,overall,51700.0,1970
Johor,1970-01-01,both,45-49,overall,40500.0,1970
Johor,1970-01-01,both,50-54,overall,36400.0,1970
Johor,1970-01-01,both,55-59,overall,31600.0,1970
Johor,1970-01-01,both,60-64,overall,28500.0,1970
Johor,1970-01-01,both,65-69,overall,18000.0,1970
Johor,1970-01-01,both,70+,overall,24600.0,1970
Johor,1970-01-01,female,overall,overall,656800.0,1970
Johor,1970-01-01,female,0-4,overall,103000.0,1970
Johor,1970-01-01,female,5-9,overall,105800.0,1970
Johor,1970-01-01,female,10-14,overall,95300.0,1970
Johor,1970-01-01,female,15-19,overall,77900.0,1970
Johor,1970-01-01,female,20-24,overall,56700.0,1970
Johor,1970-01-01,female,25-29,overall,38100.0,1970
Johor,1970-01-01,female,30-34,overall,38100.0,1970
Johor,1970-01-01,female,35-39,overall,30700.0,1970
Johor,1970-01-01,female,40-44,overall,26000.0,1970
Johor,1970-01-01,female,45-49,overall,20400.0,1970
Johor,1970-01-01,female,50-54,overall,18200.0,1970
Johor,1970-01-01,female,55-59,overall,14900.0,1970
Johor,1970-01-01,female,60-64,overall,13000.0,1970
Johor,1970-01-01,female,65-69,overall,7600.0,1970
Johor,1970-01-01,female,70+,overall,11100.0,1970
Johor,1970-01-01,male,overall,overall,668700.0,1970
Johor,1970-01-01,male,0-4,overall,107000.0,1970
Johor,1970-01-01,male,5-9,overall,109900.0,1970
Johor,1970-01-01,male,10-14,overall,96800.0,1970
Johor,1970-01-01,male,15-19,overall,74900.0,1970
Johor,1970-01-01,male,20-24,overall,54000.0,1970
Johor,1970-01-01,male,25-29,overall,38700.0,1970
Johor,1970-01-01,male,30-34,overall,38700.0,1970
Johor,1970-01-01,male,35-39,overall,28500.0,1970
Johor,1970-01-01,male,40-44,overall,25700.0,1970
Johor,1970-01-01,male,45-49,overall,20100.0,1970
Johor,1970-01-01,male,50-54,overall,18200.0,1970
Johor,1970-01-01,male,55-59,overall,16700.0,1970
Johor,1970-01-01,male,60-64,overall,15500.0,1970
Johor,1970-01-01,male,65-69,overall,10400.0,1970
Johor,1970-01-01,male,70+,overall,13500.0,1970
Johor,1971-01-01,both,overall,overall,1355400.0,1971
Johor,1971-01-01,both,0-4,overall,213300.0,1971
Johor,1971-01-01,both,5-9,overall,213100.0,1971
Johor,1971-01-01,both,10-14,overall,193700.0,1971
Johor,1971-01-01,both,15-19,overall,157800.0,1971
Johor,1971-01-01,both,20-24,overall,117800.0,1971
Johor,1971-01-01,both,25-29,overall,83000.0,1971
Johor,1971-01-01,both,30-34,overall,77100.0,1971
Johor,1971-01-01,both,35-39,overall,62300.0,1971
Johor,1971-01-01,both,40-44,overall,53100.0,1971
Johor,1971-01-01,both,45-49,overall,42400.0,1971
Johor,1971-01-01,both,50-54,overall,36900.0,1971
Johor,1971-01-01,both,55-59,overall,31900.0,1971
Johor,1971-01-01,both,60-64,overall,28500.0,1971
Johor,1971-01-01,both,65-69,overall,19100.0,1971
Johor,1971-01-01,both,70+,overall,25600.0,1971
Johor,1971-01-01,female,overall,overall,671900.0,1971
Johor,1971-01-01,female,0-4,overall,104500.0,1971
Johor,1971-01-01,female,5-9,overall,104700.0,1971
Johor,1971-01-01,female,10-14,overall,96200.0,1971
Johor,1971-01-01,female,15-19,overall,80100.0,1971
Johor,1971-01-01,female,20-24,overall,60100.0,1971
Johor,1971-01-01,female,25-29,overall,41300.0,1971
Johor,1971-01-01,female,30-34,overall,38100.0,1971
Johor,1971-01-01,female,35-39,overall,32000.0,1971
Johor,1971-01-01,female,40-44,overall,26800.0,1971
Johor,1971-01-01,female,45-49,overall,21300.0,1971
Johor,1971-01-01,female,50-54,overall,18500.0,1971
Johor,1971-01-01,female,55-59,overall,15300.0,1971
Johor,1971-01-01,female,60-64,overall,13100.0,1971
Johor,1971-01-01,female,65-69,overall,8300.0,1971
Johor,1971-01-01,female,70+,overall,11600.0,1971
Johor,1971-01-01,male,overall,overall,683500.0,1971
Johor,1971-01-01,male,0-4,overall,108800.0,1971
Johor,1971-01-01,male,5-9,overall,108400.0,1971
Johor,1971-01-01,male,10-14,overall,97500.0,1971
Johor,1971-01-01,male,15-19,overall,77700.0,1971
Johor,1971-01-01,male,20-24,overall,57700.0,1971
Johor,1971-01-01,male,25-29,overall,41700.0,1971
Johor,1971-01-01,male,30-34,overall,38900.0,1971
Johor,1971-01-01,male,35-39,overall,30300.0,1971
Johor,1971-01-01,male,40-44,overall,26200.0,1971
Johor,1971-01-01,male,45-49,overall,21100.0,1971
Johor,1971-01-01,male,50-54,overall,18400.0,1971
Johor,1971-01-01,male,55-59,overall,16600.0,1971
Johor,1971-01-01,male,60-64,overall,15300.0,1971
Johor,1971-01-01,male,65-69,overall,10800.0,1971
Johor,1971-01-01,male,70+,overall,13900.0,1971
Johor,1972-01-01,both,overall,overall,1385300.0,1972
Johor,1972-01-01,both,0-4,overall,216100.0,1972
Johor,1972-01-01,both,5-9,overall,211200.0,1972
Johor,1972-01-01,both,10-14,overall,195600.0,1972
Johor,1972-01-01,both,15-19,overall,162400.0,1972
Johor,1972-01-01,both,20-24,overall,124500.0,1972
Johor,1972-01-01,both,25-29,overall,89300.0,1972
Johor,1972-01-01,both,30-34,overall,77200.0,1972
Johor,1972-01-01,both,35-39,overall,65600.0,1972
Johor,1972-01-01,both,40-44,overall,54300.0,1972
Johor,1972-01-01,both,45-49,overall,44400.0,1972
Johor,1972-01-01,both,50-54,overall,37300.0,1972
Johor,1972-01-01,both,55-59,overall,32299.999999999996,1972
Johor,1972-01-01,both,60-64,overall,28300.0,1972
Johor,1972-01-01,both,65-69,overall,20300.0,1972
Johor,1972-01-01,both,70+,overall,26500.0,1972
Johor,1972-01-01,female,overall,overall,686900.0,1972
Johor,1972-01-01,female,0-4,overall,105700.0,1972
Johor,1972-01-01,female,5-9,overall,103800.0,1972
Johor,1972-01-01,female,10-14,overall,97200.0,1972
Johor,1972-01-01,female,15-19,overall,82100.0,1972
Johor,1972-01-01,female,20-24,overall,63400.0,1972
Johor,1972-01-01,female,25-29,overall,44600.0,1972
Johor,1972-01-01,female,30-34,overall,38100.0,1972
Johor,1972-01-01,female,35-39,overall,33300.0,1972
Johor,1972-01-01,female,40-44,overall,27600.0,1972
Johor,1972-01-01,female,45-49,overall,22300.0,1972
Johor,1972-01-01,female,50-54,overall,18800.0,1972
Johor,1972-01-01,female,55-59,overall,15700.0,1972
Johor,1972-01-01,female,60-64,overall,13200.0,1972
Johor,1972-01-01,female,65-69,overall,9000.0,1972
Johor,1972-01-01,female,70+,overall,12100.0,1972
Johor,1972-01-01,male,overall,overall,698400.0,1972
Johor,1972-01-01,male,0-4,overall,110400.0,1972
Johor,1972-01-01,male,5-9,overall,107300.0,1972
Johor,1972-01-01,male,10-14,overall,98400.0,1972
Johor,1972-01-01,male,15-19,overall,80300.0,1972
Johor,1972-01-01,male,20-24,overall,61100.0,1972
Johor,1972-01-01,male,25-29,overall,44700.0,1972
Johor,1972-01-01,male,30-34,overall,39100.0,1972
Johor,1972-01-01,male,35-39,overall,32200.000000000004,1972
Johor,1972-01-01,male,40-44,overall,26700.0,1972
Johor,1972-01-01,male,45-49,overall,22100.0,1972
Johor,1972-01-01,male,50-54,overall,18500.0,1972
Johor,1972-01-01,male,55-59,overall,16600.0,1972
Johor,1972-01-01,male,60-64,overall,15100.0,1972
Johor,1972-01-01,male,65-69,overall,11300.0,1972
Johor,1972-01-01,male,70+,overall,14400.0,1972
Johor,1973-01-01,both,overall,overall,1414500.0,1973
Johor,1973-01-01,both,0-4,overall,218400.0,1973
Johor,1973-01-01,both,5-9,overall,209800.0,1973
Johor,1973-01-01,both,10-14,overall,198000.0,1973
Johor,1973-01-01,both,15-19,overall,166400.0,1973
Johor,1973-01-01,both,20-24,overall,130600.0,1973
Johor,1973-01-01,both,25-29,overall,95800.0,1973
Johor,1973-01-01,both,30-34,overall,77200.0,1973
Johor,1973-01-01,both,35-39,overall,69000.0,1973
Johor,1973-01-01,both,40-44,overall,55400.0,1973
Johor,1973-01-01,both,45-49,overall,46400.0,1973
Johor,1973-01-01,both,50-54,overall,37700.0,1973
Johor,1973-01-01,both,55-59,overall,32700.000000000004,1973
Johor,1973-01-01,both,60-64,overall,28100.0,1973
Johor,1973-01-01,both,65-69,overall,21500.0,1973
Johor,1973-01-01,both,70+,overall,27500.0,1973
Johor,1973-01-01,female,overall,overall,701800.0,1973
Johor,1973-01-01,female,0-4,overall,106700.0,1973
Johor,1973-01-01,female,5-9,overall,103200.0,1973
Johor,1973-01-01,female,10-14,overall,98400.0,1973
Johor,1973-01-01,female,15-19,overall,84000.0,1973
Johor,1973-01-01,female,20-24,overall,66400.0,1973
Johor,1973-01-01,female,25-29,overall,48000.0,1973
Johor,1973-01-01,female,30-34,overall,38000.0,1973
Johor,1973-01-01,female,35-39,overall,34700.0,1973
Johor,1973-01-01,female,40-44,overall,28300.0,1973
Johor,1973-01-01,female,45-49,overall,23300.0,1973
Johor,1973-01-01,female,50-54,overall,19000.0,1973
Johor,1973-01-01,female,55-59,overall,16100.000000000002,1973
Johor,1973-01-01,female,60-64,overall,13300.0,1973
Johor,1973-01-01,female,65-69,overall,9700.0,1973
Johor,1973-01-01,female,70+,overall,12600.0,1973
Johor,1973-01-01,male,overall,overall,712700.0,1973
Johor,1973-01-01,male,0-4,overall,111700.0,1973
Johor,1973-01-01,male,5-9,overall,106600.0,1973
Johor,1973-01-01,male,10-14,overall,99600.0,1973
Johor,1973-01-01,male,15-19,overall,82400.0,1973
Johor,1973-01-01,male,20-24,overall,64200.0,1973
Johor,1973-01-01,male,25-29,overall,47800.0,1973
Johor,1973-01-01,male,30-34,overall,39200.0,1973
Johor,1973-01-01,male,35-39,overall,34300.0,1973
Johor,1973-01-01,male,40-44,overall,27100.0,1973
Johor,1973-01-01,male,45-49,overall,23200.0,1973
Johor,1973-01-01,male,50-54,overall,18700.0,1973
Johor,1973-01-01,male,55-59,overall,16500.0,1973
Johor,1973-01-01,male,60-64,overall,14800.0,1973
Johor,1973-01-01,male,65-69,overall,11700.0,1973
Johor,1973-01-01,male,70+,overall,14900.0,1973
Johor,1974-01-01,both,overall,overall,1444400.0,1974
Johor,1974-01-01,both,0-4,overall,220500.0,1974
Johor,1974-01-01,both,5-9,overall,209200.0,1974
Johor,1974-01-01,both,10-14,overall,201000.0,1974
Johor,1974-01-01,both,15-19,overall,170100.0,1974
Johor,1974-01-01,both,20-24,overall,136100.0,1974
Johor,1974-01-01,both,25-29,overall,102200.0,1974
Johor,1974-01-01,both,30-34,overall,77300.0,1974
Johor,1974-01-01,both,35-39,overall,72700.0,1974
Johor,1974-01-01,both,40-44,overall,56500.0,1974
Johor,1974-01-01,both,45-49,overall,48600.0,1974
Johor,1974-01-01,both,50-54,overall,38100.0,1974
Johor,1974-01-01,both,55-59,overall,33100.0,1974
Johor,1974-01-01,both,60-64,overall,27800.0,1974
Johor,1974-01-01,both,65-69,overall,22700.0,1974
Johor,1974-01-01,both,70+,overall,28500.0,1974
Johor,1974-01-01,female,overall,overall,716800.0,1974
Johor,1974-01-01,female,0-4,overall,107600.0,1974
Johor,1974-01-01,female,5-9,overall,102800.0,1974
Johor,1974-01-01,female,10-14,overall,99800.0,1974
Johor,1974-01-01,female,15-19,overall,85900.0,1974
Johor,1974-01-01,female,20-24,overall,69200.0,1974
Johor,1974-01-01,female,25-29,overall,51200.0,1974
Johor,1974-01-01,female,30-34,overall,37900.0,1974
Johor,1974-01-01,female,35-39,overall,36100.0,1974
Johor,1974-01-01,female,40-44,overall,29000.0,1974
Johor,1974-01-01,female,45-49,overall,24300.0,1974
Johor,1974-01-01,female,50-54,overall,19100.0,1974
Johor,1974-01-01,female,55-59,overall,16600.0,1974
Johor,1974-01-01,female,60-64,overall,13300.0,1974
Johor,1974-01-01,female,65-69,overall,10500.0,1974
Johor,1974-01-01,female,70+,overall,13200.0,1974
Johor,1974-01-01,male,overall,overall,727600.0,1974
Johor,1974-01-01,male,0-4,overall,112900.0,1974
Johor,1974-01-01,male,5-9,overall,106400.0,1974
Johor,1974-01-01,male,10-14,overall,101100.0,1974
Johor,1974-01-01,male,15-19,overall,84200.0,1974
Johor,1974-01-01,male,20-24,overall,66800.0,1974
Johor,1974-01-01,male,25-29,overall,51100.0,1974
Johor,1974-01-01,male,30-34,overall,39400.0,1974
Johor,1974-01-01,male,35-39,overall,36600.0,1974
Johor,1974-01-01,male,40-44,overall,27500.0,1974
Johor,1974-01-01,male,45-49,overall,24300.0,1974
Johor,1974-01-01,male,50-54,overall,18900.0,1974
Johor,1974-01-01,male,55-59,overall,16500.0,1974
Johor,1974-01-01,male,60-64,overall,14500.0,1974
Johor,1974-01-01,male,65-69,overall,12200.0,1974
Johor,1974-01-01,male,70+,overall,15400.0,1974
Johor,1975-01-01,both,overall,overall,1477000.0,1975
Johor,1975-01-01,both,0-4,overall,222700.0,1975
Johor,1975-01-01,both,5-9,overall,209900.0,1975
Johor,1975-01-01,both,10-14,overall,205000.0,1975
Johor,1975-01-01,both,15-19,overall,173600.0,1975
Johor,1975-01-01,both,20-24,overall,141200.0,1975
Johor,1975-01-01,both,25-29,overall,109700.0,1975
Johor,1975-01-01,both,30-34,overall,77400.0,1975
Johor,1975-01-01,both,35-39,overall,76900.0,1975
Johor,1975-01-01,both,40-44,overall,57500.0,1975
Johor,1975-01-01,both,45-49,overall,49700.0,1975
Johor,1975-01-01,both,50-54,overall,38500.0,1975
Johor,1975-01-01,both,55-59,overall,33800.0,1975
Johor,1975-01-01,both,60-64,overall,27600.0,1975
Johor,1975-01-01,both,65-69,overall,24100.0,1975
Johor,1975-01-01,both,70+,overall,29600.0,1975
Johor,1975-01-01,female,overall,overall,733100.0,1975
Johor,1975-01-01,female,0-4,overall,108700.0,1975
Johor,1975-01-01,female,5-9,overall,103000.0,1975
Johor,1975-01-01,female,10-14,overall,101800.0,1975
Johor,1975-01-01,female,15-19,overall,87900.0,1975
Johor,1975-01-01,female,20-24,overall,72000.0,1975
Johor,1975-01-01,female,25-29,overall,55200.0,1975
Johor,1975-01-01,female,30-34,overall,37800.0,1975
Johor,1975-01-01,female,35-39,overall,37700.0,1975
Johor,1975-01-01,female,40-44,overall,29700.0,1975
Johor,1975-01-01,female,45-49,overall,24200.0,1975
Johor,1975-01-01,female,50-54,overall,19400.0,1975
Johor,1975-01-01,female,55-59,overall,17200.0,1975
Johor,1975-01-01,female,60-64,overall,13300.0,1975
Johor,1975-01-01,female,65-69,overall,11400.0,1975
Johor,1975-01-01,female,70+,overall,13800.0,1975
Johor,1975-01-01,male,overall,overall,743900.0,1975
Johor,1975-01-01,male,0-4,overall,114100.0,1975
Johor,1975-01-01,male,5-9,overall,106900.0,1975
Johor,1975-01-01,male,10-14,overall,103200.0,1975
Johor,1975-01-01,male,15-19,overall,85700.0,1975
Johor,1975-01-01,male,20-24,overall,69200.0,1975
Johor,1975-01-01,male,25-29,overall,54500.0,1975
Johor,1975-01-01,male,30-34,overall,39500.0,1975
Johor,1975-01-01,male,35-39,overall,39100.0,1975
Johor,1975-01-01,male,40-44,overall,27800.0,1975
Johor,1975-01-01,male,45-49,overall,25500.0,1975
Johor,1975-01-01,male,50-54,overall,19200.0,1975
Johor,1975-01-01,male,55-59,overall,16600.0,1975
Johor,1975-01-01,male,60-64,overall,14200.0,1975
Johor,1975-01-01,male,65-69,overall,12700.0,1975
Johor,1975-01-01,male,70+,overall,15900.0,1975
Johor,1976-01-01,both,overall,overall,1508400.0,1976
Johor,1976-01-01,both,0-4,overall,224400.0,1976
Johor,1976-01-01,both,5-9,overall,212700.0,1976
Johor,1976-01-01,both,10-14,overall,204500.0,1976
Johor,1976-01-01,both,15-19,overall,176400.0,1976
Johor,1976-01-01,both,20-24,overall,144700.0,1976
Johor,1976-01-01,both,25-29,overall,114900.0,1976
Johor,1976-01-01,both,30-34,overall,83200.0,1976
Johor,1976-01-01,both,35-39,overall,77100.0,1976
Johor,1976-01-01,both,40-44,overall,60800.0,1976
Johor,1976-01-01,both,45-49,overall,52000.0,1976
Johor,1976-01-01,both,50-54,overall,40500.0,1976
Johor,1976-01-01,both,55-59,overall,34200.0,1976
Johor,1976-01-01,both,60-64,overall,28000.0,1976
Johor,1976-01-01,both,65-69,overall,23900.0,1976
Johor,1976-01-01,both,70+,overall,31200.0,1976
Johor,1976-01-01,female,overall,overall,748900.0,1976
Johor,1976-01-01,female,0-4,overall,109400.0,1976
Johor,1976-01-01,female,5-9,overall,104200.0,1976
Johor,1976-01-01,female,10-14,overall,101500.0,1976
Johor,1976-01-01,female,15-19,overall,89300.0,1976
Johor,1976-01-01,female,20-24,overall,73700.0,1976
Johor,1976-01-01,female,25-29,overall,57800.0,1976
Johor,1976-01-01,female,30-34,overall,40800.0,1976
Johor,1976-01-01,female,35-39,overall,37700.0,1976
Johor,1976-01-01,female,40-44,overall,31000.0,1976
Johor,1976-01-01,female,45-49,overall,26100.0,1976
Johor,1976-01-01,female,50-54,overall,20300.0,1976
Johor,1976-01-01,female,55-59,overall,17400.0,1976
Johor,1976-01-01,female,60-64,overall,13700.0,1976
Johor,1976-01-01,female,65-69,overall,11500.0,1976
Johor,1976-01-01,female,70+,overall,14600.0,1976
Johor,1976-01-01,male,overall,overall,759500.0,1976
Johor,1976-01-01,male,0-4,overall,115000.0,1976
Johor,1976-01-01,male,5-9,overall,108500.0,1976
Johor,1976-01-01,male,10-14,overall,103100.0,1976
Johor,1976-01-01,male,15-19,overall,87100.0,1976
Johor,1976-01-01,male,20-24,overall,71000.0,1976
Johor,1976-01-01,male,25-29,overall,57100.0,1976
Johor,1976-01-01,male,30-34,overall,42400.0,1976
Johor,1976-01-01,male,35-39,overall,39400.0,1976
Johor,1976-01-01,male,40-44,overall,29800.0,1976
Johor,1976-01-01,male,45-49,overall,25900.0,1976
Johor,1976-01-01,male,50-54,overall,20200.0,1976
Johor,1976-01-01,male,55-59,overall,16800.0,1976
Johor,1976-01-01,male,60-64,overall,14200.0,1976
Johor,1976-01-01,male,65-69,overall,12500.0,1976
Johor,1976-01-01,male,70+,overall,16500.0,1976
Johor,1977-01-01,both,overall,overall,1541900.0,1977
Johor,1977-01-01,both,0-4,overall,226000.0,1977
Johor,1977-01-01,both,5-9,overall,215700.0,1977
Johor,1977-01-01,both,10-14,overall,205300.0,1977
Johor,1977-01-01,both,15-19,overall,180200.0,1977
Johor,1977-01-01,both,20-24,overall,148200.0,1977
Johor,1977-01-01,both,25-29,overall,119800.0,1977
Johor,1977-01-01,both,30-34,overall,89400.0,1977
Johor,1977-01-01,both,35-39,overall,77500.0,1977
Johor,1977-01-01,both,40-44,overall,64500.0,1977
Johor,1977-01-01,both,45-49,overall,53100.0,1977
Johor,1977-01-01,both,50-54,overall,42300.0,1977
Johor,1977-01-01,both,55-59,overall,34700.0,1977
Johor,1977-01-01,both,60-64,overall,28500.0,1977
Johor,1977-01-01,both,65-69,overall,23800.0,1977
Johor,1977-01-01,both,70+,overall,32800.0,1977
Johor,1977-01-01,female,overall,overall,765500.0,1977
Johor,1977-01-01,female,0-4,overall,110100.0,1977
Johor,1977-01-01,female,5-9,overall,105500.0,1977
Johor,1977-01-01,female,10-14,overall,101700.0,1977
Johor,1977-01-01,female,15-19,overall,91100.0,1977
Johor,1977-01-01,female,20-24,overall,75600.0,1977
Johor,1977-01-01,female,25-29,overall,60300.0,1977
Johor,1977-01-01,female,30-34,overall,43900.0,1977
Johor,1977-01-01,female,35-39,overall,37700.0,1977
Johor,1977-01-01,female,40-44,overall,32500.0,1977
Johor,1977-01-01,female,45-49,overall,26900.0,1977
Johor,1977-01-01,female,50-54,overall,21300.0,1977
Johor,1977-01-01,female,55-59,overall,17600.0,1977
Johor,1977-01-01,female,60-64,overall,14200.0,1977
Johor,1977-01-01,female,65-69,overall,11500.0,1977
Johor,1977-01-01,female,70+,overall,15600.0,1977
Johor,1977-01-01,male,overall,overall,776400.0,1977
Johor,1977-01-01,male,0-4,overall,115900.0,1977
Johor,1977-01-01,male,5-9,overall,110200.0,1977
Johor,1977-01-01,male,10-14,overall,103600.0,1977
Johor,1977-01-01,male,15-19,overall,89100.0,1977
Johor,1977-01-01,male,20-24,overall,72700.0,1977
Johor,1977-01-01,male,25-29,overall,59500.0,1977
Johor,1977-01-01,male,30-34,overall,45500.0,1977
Johor,1977-01-01,male,35-39,overall,39700.0,1977
Johor,1977-01-01,male,40-44,overall,32000.0,1977
Johor,1977-01-01,male,45-49,overall,26300.0,1977
Johor,1977-01-01,male,50-54,overall,20900.0,1977
Johor,1977-01-01,male,55-59,overall,17100.0,1977
Johor,1977-01-01,male,60-64,overall,14300.0,1977
Johor,1977-01-01,male,65-69,overall,12300.0,1977
Johor,1977-01-01,male,70+,overall,17300.0,1977
Johor,1978-01-01,both,overall,overall,1573400.0,1978
Johor,1978-01-01,both,0-4,overall,226400.0,1978
Johor,1978-01-01,both,5-9,overall,218100.0,1978
Johor,1978-01-01,both,10-14,overall,206600.0,1978
Johor,1978-01-01,both,15-19,overall,184400.0,1978
Johor,1978-01-01,both,20-24,overall,151000.0,1978
Johor,1978-01-01,both,25-29,overall,123900.0,1978
Johor,1978-01-01,both,30-34,overall,95700.0,1978
Johor,1978-01-01,both,35-39,overall,77700.0,1978
Johor,1978-01-01,both,40-44,overall,68300.0,1978
Johor,1978-01-01,both,45-49,overall,54100.0,1978
Johor,1978-01-01,both,50-54,overall,44900.0,1978
Johor,1978-01-01,both,55-59,overall,35100.0,1978
Johor,1978-01-01,both,60-64,overall,29100.0,1978
Johor,1978-01-01,both,65-69,overall,23600.0,1978
Johor,1978-01-01,both,70+,overall,34600.0,1978
Johor,1978-01-01,female,overall,overall,781200.0,1978
Johor,1978-01-01,female,0-4,overall,110300.0,1978
Johor,1978-01-01,female,5-9,overall,106600.0,1978
Johor,1978-01-01,female,10-14,overall,102100.0,1978
Johor,1978-01-01,female,15-19,overall,93100.0,1978
Johor,1978-01-01,female,20-24,overall,77300.0,1978
Johor,1978-01-01,female,25-29,overall,62500.0,1978
Johor,1978-01-01,female,30-34,overall,47100.0,1978
Johor,1978-01-01,female,35-39,overall,37700.0,1978
Johor,1978-01-01,female,40-44,overall,34000.0,1978
Johor,1978-01-01,female,45-49,overall,27500.0,1978
Johor,1978-01-01,female,50-54,overall,22400.0,1978
Johor,1978-01-01,female,55-59,overall,17800.0,1978
Johor,1978-01-01,female,60-64,overall,14700.0,1978
Johor,1978-01-01,female,65-69,overall,11500.0,1978
Johor,1978-01-01,female,70+,overall,16600.0,1978
Johor,1978-01-01,male,overall,overall,792200.0,1978
Johor,1978-01-01,male,0-4,overall,116100.0,1978
Johor,1978-01-01,male,5-9,overall,111500.0,1978
Johor,1978-01-01,male,10-14,overall,104500.0,1978
Johor,1978-01-01,male,15-19,overall,91300.0,1978
Johor,1978-01-01,male,20-24,overall,73700.0,1978
Johor,1978-01-01,male,25-29,overall,61400.0,1978
Johor,1978-01-01,male,30-34,overall,48600.0,1978
Johor,1978-01-01,male,35-39,overall,40000.0,1978
Johor,1978-01-01,male,40-44,overall,34300.0,1978
Johor,1978-01-01,male,45-49,overall,26600.0,1978
Johor,1978-01-01,male,50-54,overall,22500.0,1978
Johor,1978-01-01,male,55-59,overall,17300.0,1978
Johor,1978-01-01,male,60-64,overall,14400.0,1978
Johor,1978-01-01,male,65-69,overall,12000.0,1978
Johor,1978-01-01,male,70+,overall,18000.0,1978
Johor,1979-01-01,both,overall,overall,1606400.0,1979
Johor,1979-01-01,both,0-4,overall,227100.0,1979
Johor,1979-01-01,both,5-9,overall,220500.0,1979
Johor,1979-01-01,both,10-14,overall,208800.0,1979
Johor,1979-01-01,both,15-19,overall,189000.0,1979
Johor,1979-01-01,both,20-24,overall,153800.0,1979
Johor,1979-01-01,both,25-29,overall,127500.0,1979
Johor,1979-01-01,both,30-34,overall,102200.0,1979
Johor,1979-01-01,both,35-39,overall,78100.0,1979
Johor,1979-01-01,both,40-44,overall,72200.0,1979
Johor,1979-01-01,both,45-49,overall,55000.0,1979
Johor,1979-01-01,both,50-54,overall,47200.0,1979
Johor,1979-01-01,both,55-59,overall,35600.0,1979
Johor,1979-01-01,both,60-64,overall,29600.0,1979
Johor,1979-01-01,both,65-69,overall,23300.0,1979
Johor,1979-01-01,both,70+,overall,36300.0,1979
Johor,1979-01-01,female,overall,overall,797900.0,1979
Johor,1979-01-01,female,0-4,overall,110700.0,1979
Johor,1979-01-01,female,5-9,overall,107700.0,1979
Johor,1979-01-01,female,10-14,overall,102900.0,1979
Johor,1979-01-01,female,15-19,overall,95300.0,1979
Johor,1979-01-01,female,20-24,overall,79100.0,1979
Johor,1979-01-01,female,25-29,overall,64500.0,1979
Johor,1979-01-01,female,30-34,overall,50300.0,1979
Johor,1979-01-01,female,35-39,overall,37800.0,1979
Johor,1979-01-01,female,40-44,overall,35500.0,1979
Johor,1979-01-01,female,45-49,overall,28100.0,1979
Johor,1979-01-01,female,50-54,overall,23600.0,1979
Johor,1979-01-01,female,55-59,overall,18000.0,1979
Johor,1979-01-01,female,60-64,overall,15200.0,1979
Johor,1979-01-01,female,65-69,overall,11500.0,1979
Johor,1979-01-01,female,70+,overall,17600.0,1979
Johor,1979-01-01,male,overall,overall,808500.0,1979
Johor,1979-01-01,male,0-4,overall,116400.0,1979
Johor,1979-01-01,male,5-9,overall,112900.0,1979
Johor,1979-01-01,male,10-14,overall,105800.0,1979
Johor,1979-01-01,male,15-19,overall,93600.0,1979
Johor,1979-01-01,male,20-24,overall,74700.0,1979
Johor,1979-01-01,male,25-29,overall,63000.0,1979
Johor,1979-01-01,male,30-34,overall,51900.0,1979
Johor,1979-01-01,male,35-39,overall,40400.0,1979
Johor,1979-01-01,male,40-44,overall,36700.0,1979
Johor,1979-01-01,male,45-49,overall,26900.0,1979
Johor,1979-01-01,male,50-54,overall,23700.0,1979
Johor,1979-01-01,male,55-59,overall,17600.0,1979
Johor,1979-01-01,male,60-64,overall,14500.0,1979
Johor,1979-01-01,male,65-69,overall,11800.0,1979
Johor,1979-01-01,male,70+,overall,18700.0,1979
Johor,1980-01-01,both,overall,overall,1646200.0,1980
Johor,1980-01-01,both,overall,bumi,899700.0,1980
Johor,1980-01-01,both,overall,chinese,634700.0,1980
Johor,1980-01-01,both,overall,indian,109300.0,1980
Johor,1980-01-01,both,overall,other,2500.0,1980
Johor,1980-01-01,both,0-4,overall,230900.0,1980
Johor,1980-01-01,both,0-4,bumi,127900.0,1980
Johor,1980-01-01,both,0-4,chinese,86600.0,1980
Johor,1980-01-01,both,0-4,indian,16100.000000000002,1980
Johor,1980-01-01,both,0-4,other,300.0,1980
Johor,1980-01-01,both,5-9,overall,220900.0,1980
Johor,1980-01-01,both,5-9,bumi,122900.0,1980
Johor,1980-01-01,both,5-9,chinese,83400.0,1980
Johor,1980-01-01,both,5-9,indian,14400.0,1980
Johor,1980-01-01,both,5-9,other,200.0,1980
Johor,1980-01-01,both,10-14,overall,214600.0,1980
Johor,1980-01-01,both,10-14,bumi,118700.0,1980
Johor,1980-01-01,both,10-14,chinese,80900.0,1980
Johor,1980-01-01,both,10-14,indian,14600.0,1980
Johor,1980-01-01,both,10-14,other,300.0,1980
