state,date,sex,age,ethnicity,population,year
Johor,1970-01-01,both,overall,overall,1325.6,1970
Johor,1970-01-01,both,0-4,overall,210.1,1970
Johor,1970-01-01,both,5-9,overall,215.7,1970
Johor,1970-01-01,both,10-14,overall,192.2,1970
Johor,1970-01-01,both,15-19,overall,152.8,1970
Johor,1970-01-01,both,20-24,overall,110.7,1970
Johor,1970-01-01,both,25-29,overall,76.9,1970
Johor,1970-01-01,both,30-34,overall,76.8,1970
Johor,1970-01-01,both,35-39,overall,59.2,1970
Johor,1970-01-01,both,40-44,overall,51.7,1970
Johor,1970-01-01,both,45-49,overall,40.5,1970
Johor,1970-01-01,both,50-54,overall,36.4,1970
Johor,1970-01-01,both,55-59,overall,31.6,1970
Johor,1970-01-01,both,60-64,overall,28.5,1970
Johor,1970-01-01,both,65-69,overall,18.0,1970
Johor,1970-01-01,both,70+,overall,24.6,1970
Johor,1970-01-01,female,overall,overall,656.8,1970
Johor,1970-01-01,female,0-4,overall,103.0,1970
Johor,1970-01-01,female,5-9,overall,105.8,1970
Johor,1970-01-01,female,10-14,overall,95.3,1970
Johor,1970-01-01,female,15-19,overall,77.9,1970
Johor,1970-01-01,female,20-24,overall,56.7,1970
Johor,1970-01-01,female,25-29,overall,38.1,1970
Johor,1970-01-01,female,30-34,overall,38.1,1970
Johor,1970-01-01,female,35-39,overall,30.7,1970
Johor,1970-01-01,female,40-44,overall,26.0,1970
Johor,1970-01-01,female,45-49,overall,20.4,1970
Johor,1970-01-01,female,50-54,overall,18.2,1970
Johor,1970-01-01,female,55-59,overall,14.9,1970
Johor,1970-01-01,female,60-64,overall,13.0,1970
Johor,1970-01-01,female,65-69,overall,7.6,1970
Johor,1970-01-01,female,70+,overall,11.1,1970
Johor,1970-01-01,male,overall,overall,668.7,1970
Johor,1970-01-01,male,0-4,overall,107.0,1970
Johor,1970-01-01,male,5-9,overall,109.9,1970
Johor,1970-01-01,male,10-14,overall,96.8,1970
Johor,1970-01-01,male,15-19,overall,74.9,1970
Johor,1970-01-01,male,20-24,overall,54.0,1970
Johor,1970-01-01,male,25-29,overall,38.7,1970
Johor,1970-01-01,male,30-34,overall,38.7,1970
Johor,1970-01-01,male,35-39,overall,28.5,1970
Johor,1970-01-01,male,40-44,overall,25.7,1970
Johor,1970-01-01,male,45-49,overall,20.1,1970
Johor,1970-01-01,male,50-54,overall,18.2,1970
Johor,1970-01-01,male,55-59,overall,16.7,1970
Johor,1970-01-01,male,60-64,overall,15.5,1970
Johor,1970-01-01,male,65-69,overall,10.4,1970
Johor,1970-01-01,male,70+,overall,13.5,1970
Johor,1971-01-01,both,overall,overall,1355.4,1971
Johor,1971-01-01,both,0-4,overall,213.3,1971
Johor,1971-01-01,both,5-9,overall,213.1,1971
Johor,1971-01-01,both,10-14,overall,193.7,1971
Johor,1971-01-01,both,15-19,overall,157.8,1971
Johor,1971-01-01,both,20-24,overall,117.8,1971
Johor,1971-01-01,both,25-29,overall,83.0,1971
Johor,1971-01-01,both,30-34,overall,77.1,1971
Johor,1971-01-01,both,35-39,overall,62.3,1971
Johor,1971-01-01,both,40-44,overall,53.1,1971
Johor,1971-01-01,both,45-49,overall,42.4,1971
Johor,1971-01-01,both,50-54,overall,36.9,1971
Johor,1971-01-01,both,55-59,overall,31.9,1971
Johor,1971-01-01,both,60-64,overall,28.5,1971
Johor,1971-01-01,both,65-69,overall,19.1,1971
Johor,1971-01-01,both,70+,overall,25.6,1971
Johor,1971-01-01,female,overall,overall,671.9,1971
Johor,1971-01-01,female,0-4,overall,104.5,1971
Johor,1971-01-01,female,5-9,overall,104.7,1971
Johor,1971-01-01,female,10-14,overall,96.2,1971
Johor,1971-01-01,female,15-19,overall,80.1,1971
Johor,1971-01-01,female,20-24,overall,60.1,1971
Johor,1971-01-01,female,25-29,overall,41.3,1971
Johor,1971-01-01,female,30-34,overall,38.1,1971
Johor,1971-01-01,female,35-39,overall,32.0,1971
Johor,1971-01-01,female,40-44,overall,26.8,1971
Johor,1971-01-01,female,45-49,overall,21.3,1971
Johor,1971-01-01,female,50-54,overall,18.5,1971
Johor,1971-01-01,female,55-59,overall,15.3,1971
Johor,1971-01-01,female,60-64,overall,13.1,1971
Johor,1971-01-01,female,65-69,overall,8.3,1971
Johor,1971-01-01,female,70+,overall,11.6,1971
Johor,1971-01-01,male,overall,overall,683.5,1971
Johor,1971-01-01,male,0-4,overall,108.8,1971
Johor,1971-01-01,male,5-9,overall,108.4,1971
Johor,1971-01-01,male,10-14,overall,97.5,1971
Johor,1971-01-01,male,15-19,overall,77.7,1971
Johor,1971-01-01,male,20-24,overall,57.7,1971
Johor,1971-01-01,male,25-29,overall,41.7,1971
Johor,1971-01-01,male,30-34,overall,38.9,1971
Johor,1971-01-01,male,35-39,overall,30.3,1971
Johor,1971-01-01,male,40-44,overall,26.2,1971
Johor,1971-01-01,male,45-49,overall,21.1,1971
Johor,1971-01-01,male,50-54,overall,18.4,1971
Johor,1971-01-01,male,55-59,overall,16.6,1971
Johor,1971-01-01,male,60-64,overall,15.3,1971
Johor,1971-01-01,male,65-69,overall,10.8,1971
Johor,1971-01-01,male,70+,overall,13.9,1971
Johor,1972-01-01,both,overall,overall,1385.3,1972
Johor,1972-01-01,both,0-4,overall,216.1,1972
Johor,1972-01-01,both,5-9,overall,211.2,1972
Johor,1972-01-01,both,10-14,overall,195.6,1972
Johor,1972-01-01,both,15-19,overall,162.4,1972
Johor,1972-01-01,both,20-24,overall,124.5,1972
Johor,1972-01-01,both,25-29,overall,89.3,1972
Johor,1972-01-01,both,30-34,overall,77.2,1972
Johor,1972-01-01,both,35-39,overall,65.6,1972
Johor,1972-01-01,both,40-44,overall,54.3,1972
Johor,1972-01-01,both,45-49,overall,44.4,1972
Johor,1972-01-01,both,50-54,overall,37.3,1972
Johor,1972-01-01,both,55-59,overall,32.3,1972
Johor,1972-01-01,both,60-64,overall,28.3,1972
Johor,1972-01-01,both,65-69,overall,20.3,1972
Johor,1972-01-01,both,70+,overall,26.5,1972
Johor,1972-01-01,female,overall,overall,686.9,1972
Johor,1972-01-01,female,0-4,overall,105.7,1972
Johor,1972-01-01,female,5-9,overall,103.8,1972
Johor,1972-01-01,female,10-14,overall,97.2,1972
Johor,1972-01-01,female,15-19,overall,82.1,1972
Johor,1972-01-01,female,20-24,overall,63.4,1972
Johor,1972-01-01,female,25-29,overall,44.6,1972
Johor,1972-01-01,female,30-34,overall,38.1,1972
Johor,1972-01-01,female,35-39,overall,33.3,1972
Johor,1972-01-01,female,40-44,overall,27.6,1972
Johor,1972-01-01,female,45-49,overall,22.3,1972
Johor,1972-01-01,female,50-54,overall,18.8,1972
Johor,1972-01-01,female,55-59,overall,15.7,1972
Johor,1972-01-01,female,60-64,overall,13.2,1972
Johor,1972-01-01,female,65-69,overall,9.0,1972
Johor,1972-01-01,female,70+,overall,12.1,1972
Johor,1972-01-01,male,overall,overall,698.4,1972
Johor,1972-01-01,male,0-4,overall,110.4,1972
Johor,1972-01-01,male,5-9,overall,107.3,1972
Johor,1972-01-01,male,10-14,overall,98.4,1972
Johor,1972-01-01,male,15-19,overall,80.3,1972
Johor,1972-01-01,male,20-24,overall,61.1,1972
Johor,1972-01-01,male,25-29,overall,44.7,1972
Johor,1972-01-01,male,30-34,overall,39.1,1972
Johor,1972-01-01,male,35-39,overall,32.2,1972
Johor,1972-01-01,male,40-44,overall,26.7,1972
Johor,1972-01-01,male,45-49,overall,22.1,1972
Johor,1972-01-01,male,50-54,overall,18.5,1972
Johor,1972-01-01,male,55-59,overall,16.6,1972
Johor,1972-01-01,male,60-64,overall,15.1,1972
Johor,1972-01-01,male,65-69,overall,11.3,1972
Johor,1972-01-01,male,70+,overall,14.4,1972
Johor,1973-01-01,both,overall,overall,1414.5,1973
Johor,1973-01-01,both,0-4,overall,218.4,1973
Johor,1973-01-01,both,5-9,overall,209.8,1973
Johor,1973-01-01,both,10-14,overall,198.0,1973
Johor,1973-01-01,both,15-19,overall,166.4,1973
Johor,1973-01-01,both,20-24,overall,130.6,1973
Johor,1973-01-01,both,25-29,overall,95.8,1973
Johor,1973-01-01,both,30-34,overall,77.2,1973
Johor,1973-01-01,both,35-39,overall,69.0,1973
Johor,1973-01-01,both,40-44,overall,55.4,1973
Johor,1973-01-01,both,45-49,overall,46.4,1973
Johor,1973-01-01,both,50-54,overall,37.7,1973
Johor,1973-01-01,both,55-59,overall,32.7,1973
Johor,1973-01-01,both,60-64,overall,28.1,1973
Johor,1973-01-01,both,65-69,overall,21.5,1973
Johor,1973-01-01,both,70+,overall,27.5,1973
Johor,1973-01-01,female,overall,overall,701.8,1973
Johor,1973-01-01,female,0-4,overall,106.7,1973
Johor,1973-01-01,female,5-9,overall,103.2,1973
Johor,1973-01-01,female,10-14,overall,98.4,1973
Johor,1973-01-01,female,15-19,overall,84.0,1973
Johor,1973-01-01,female,20-24,overall,66.4,1973
Johor,1973-01-01,female,25-29,overall,48.0,1973
Johor,1973-01-01,female,30-34,overall,38.0,1973
Johor,1973-01-01,female,35-39,overall,34.7,1973
Johor,1973-01-01,female,40-44,overall,28.3,1973
Johor,1973-01-01,female,45-49,overall,23.3,1973
Johor,1973-01-01,female,50-54,overall,19.0,1973
Johor,1973-01-01,female,55-59,overall,16.1,1973
Johor,1973-01-01,female,60-64,overall,13.3,1973
Johor,1973-01-01,female,65-69,overall,9.7,1973
Johor,1973-01-01,female,70+,overall,12.6,1973
Johor,1973-01-01,male,overall,overall,712.7,1973
Johor,1973-01-01,male,0-4,overall,111.7,1973
Johor,1973-01-01,male,5-9,overall,106.6,1973
Johor,1973-01-01,male,10-14,overall,99.6,1973
Johor,1973-01-01,male,15-19,overall,82.4,1973
Johor,1973-01-01,male,20-24,overall,64.2,1973
Johor,1973-01-01,male,25-29,overall,47.8,1973
Johor,1973-01-01,male,30-34,overall,39.2,1973
Johor,1973-01-01,male,35-39,overall,34.3,1973
Johor,1973-01-01,male,40-44,overall,27.1,1973
Johor,1973-01-01,male,45-49,overall,23.2,1973
Johor,1973-01-01,male,50-54,overall,18.7,1973
Johor,1973-01-01,male,55-59,overall,16.5,1973
Johor,1973-01-01,male,60-64,overall,14.8,1973
Johor,1973-01-01,male,65-69,overall,11.7,1973
Johor,1973-01-01,male,70+,overall,14.9,1973
Johor,1974-01-01,both,overall,overall,1444.4,1974
Johor,1974-01-01,both,0-4,overall,220.5,1974
Johor,1974-01-01,both,5-9,overall,209.2,1974
Johor,1974-01-01,both,10-14,overall,201.0,1974
Johor,1974-01-01,both,15-19,overall,170.1,1974
Johor,1974-01-01,both,20-24,overall,136.1,1974
Johor,1974-01-01,both,25-29,overall,102.2,1974
Johor,1974-01-01,both,30-34,overall,77.3,1974
Johor,1974-01-01,both,35-39,overall,72.7,1974
Johor,1974-01-01,both,40-44,overall,56.5,1974
Johor,1974-01-01,both,45-49,overall,48.6,1974
Johor,1974-01-01,both,50-54,overall,38.1,1974
Johor,1974-01-01,both,55-59,overall,33.1,1974
Johor,1974-01-01,both,60-64,overall,27.8,1974
Johor,1974-01-01,both,65-69,overall,22.7,1974
Johor,1974-01-01,both,70+,overall,28.5,1974
Johor,1974-01-01,female,overall,overall,716.8,1974
Johor,1974-01-01,female,0-4,overall,107.6,1974
Johor,1974-01-01,female,5-9,overall,102.8,1974
Johor,1974-01-01,female,10-14,overall,99.8,1974
Johor,1974-01-01,female,15-19,overall,85.9,1974
Johor,1974-01-01,female,20-24,overall,69.2,1974
Johor,1974-01-01,female,25-29,overall,51.2,1974
Johor,1974-01-01,female,30-34,overall,37.9,1974
Johor,1974-01-01,female,35-39,overall,36.1,1974
Johor,1974-01-01,female,40-44,overall,29.0,1974
Johor,1974-01-01,female,45-49,overall,24.3,1974
Johor,1974-01-01,female,50-54,overall,19.1,1974
Johor,1974-01-01,female,55-59,overall,16.6,1974
Johor,1974-01-01,female,60-64,overall,13.3,1974
Johor,1974-01-01,female,65-69,overall,10.5,1974
Johor,1974-01-01,female,70+,overall,13.2,1974
Johor,1974-01-01,male,overall,overall,727.6,1974
Johor,1974-01-01,male,0-4,overall,112.9,1974
Johor,1974-01-01,male,5-9,overall,106.4,1974
Johor,1974-01-01,male,10-14,overall,101.1,1974
Johor,1974-01-01,male,15-19,overall,84.2,1974
Johor,1974-01-01,male,20-24,overall,66.8,1974
Johor,1974-01-01,male,25-29,overall,51.1,1974
Johor,1974-01-01,male,30-34,overall,39.4,1974
Johor,1974-01-01,male,35-39,overall,36.6,1974
Johor,1974-01-01,male,40-44,overall,27.5,1974
Johor,1974-01-01,male,45-49,overall,24.3,1974
Johor,1974-01-01,male,50-54,overall,18.9,1974
Johor,1974-01-01,male,55-59,overall,16.5,1974
Johor,1974-01-01,male,60-64,overall,14.5,1974
Johor,1974-01-01,male,65-69,overall,12.2,1974
Johor,1974-01-01,male,70+,overall,15.4,1974
Johor,1975-01-01,both,overall,overall,1477.0,1975
Johor,1975-01-01,both,0-4,overall,222.7,1975
Johor,1975-01-01,both,5-9,overall,209.9,1975
Johor,1975-01-01,both,10-14,overall,205.0,1975
Johor,1975-01-01,both,15-19,overall,173.6,1975
Johor,1975-01-01,both,20-24,overall,141.2,1975
Johor,1975-01-01,both,25-29,overall,109.7,1975
Johor,1975-01-01,both,30-34,overall,77.4,1975
Johor,1975-01-01,both,35-39,overall,76.9,1975
Johor,1975-01-01,both,40-44,overall,57.5,1975
Johor,1975-01-01,both,45-49,overall,49.7,1975
Johor,1975-01-01,both,50-54,overall,38.5,1975
Johor,1975-01-01,both,55-59,overall,33.8,1975
Johor,1975-01-01,both,60-64,overall,27.6,1975
Johor,1975-01-01,both,65-69,overall,24.1,1975
Johor,1975-01-01,both,70+,overall,29.6,1975
Johor,1975-01-01,female,overall,overall,733.1,1975
Johor,1975-01-01,female,0-4,overall,108.7,1975
Johor,1975-01-01,female,5-9,overall,103.0,1975
Johor,1975-01-01,female,10-14,overall,101.8,1975
Johor,1975-01-01,female,15-19,overall,87.9,1975
Johor,1975-01-01,female,20-24,overall,72.0,1975
Johor,1975-01-01,female,25-29,overall,55.2,1975
Johor,1975-01-01,female,30-34,overall,37.8,1975
Johor,1975-01-01,female,35-39,overall,37.7,1975
Johor,1975-01-01,female,40-44,overall,29.7,1975
Johor,1975-01-01,female,45-49,overall,24.2,1975
Johor,1975-01-01,female,50-54,overall,19.4,1975
Johor,1975-01-01,female,55-59,overall,17.2,1975
Johor,1975-01-01,female,60-64,overall,13.3,1975
Johor,1975-01-01,female,65-69,overall,11.4,1975
Johor,1975-01-01,female,70+,overall,13.8,1975
Johor,1975-01-01,male,overall,overall,743.9,1975
Johor,1975-01-01,male,0-4,overall,114.1,1975
Johor,1975-01-01,male,5-9,overall,106.9,1975
Johor,1975-01-01,male,10-14,overall,103.2,1975
Johor,1975-01-01,male,15-19,overall,85.7,1975
Johor,1975-01-01,male,20-24,overall,69.2,1975
Johor,1975-01-01,male,25-29,overall,54.5,1975
Johor,1975-01-01,male,30-34,overall,39.5,1975
Johor,1975-01-01,male,35-39,overall,39.1,1975
Johor,1975-01-01,male,40-44,overall,27.8,1975
Johor,1975-01-01,male,45-49,overall,25.5,1975
Johor,1975-01-01,male,50-54,overall,19.2,1975
Johor,1975-01-01,male,55-59,overall,16.6,1975
Johor,1975-01-01,male,60-64,overall,14.2,1975
Johor,1975-01-01,male,65-69,overall,12.7,1975
Johor,1975-01-01,male,70+,overall,15.9,1975
Johor,1976-01-01,both,overall,overall,1508.4,1976
Johor,1976-01-01,both,0-4,overall,224.4,1976
Johor,1976-01-01,both,5-9,overall,212.7,1976
Johor,1976-01-01,both,10-14,overall,204.5,1976
Johor,1976-01-01,both,15-19,overall,176.4,1976
Johor,1976-01-01,both,20-24,overall,144.7,1976
Johor,1976-01-01,both,25-29,overall,114.9,1976
Johor,1976-01-01,both,30-34,overall,83.2,1976
Johor,1976-01-01,both,35-39,overall,77.1,1976
Johor,1976-01-01,both,40-44,overall,60.8,1976
Johor,1976-01-01,both,45-49,overall,52.0,1976
Johor,1976-01-01,both,50-54,overall,40.5,1976
Johor,1976-01-01,both,55-59,overall,34.2,1976
Johor,1976-01-01,both,60-64,overall,28.0,1976
Johor,1976-01-01,both,65-69,overall,23.9,1976
Johor,1976-01-01,both,70+,overall,31.2,1976
Johor,1976-01-01,female,overall,overall,748.9,1976
Johor,1976-01-01,female,0-4,overall,109.4,1976
Johor,1976-01-01,female,5-9,overall,104.2,1976
Johor,1976-01-01,female,10-14,overall,101.5,1976
Johor,1976-01-01,female,15-19,overall,89.3,1976
Johor,1976-01-01,female,20-24,overall,73.7,1976
Johor,1976-01-01,female,25-29,overall,57.8,1976
Johor,1976-01-01,female,30-34,overall,40.8,1976
Johor,1976-01-01,female,35-39,overall,37.7,1976
Johor,1976-01-01,female,40-44,overall,31.0,1976
Johor,1976-01-01,female,45-49,overall,26.1,1976
Johor,1976-01-01,female,50-54,overall,20.3,1976
Johor,1976-01-01,female,55-59,overall,17.4,1976
Johor,1976-01-01,female,60-64,overall,13.7,1976
Johor,1976-01-01,female,65-69,overall,11.5,1976
Johor,1976-01-01,female,70+,overall,14.6,1976
Johor,1976-01-01,male,overall,overall,759.5,1976
Johor,1976-01-01,male,0-4,overall,115.0,1976
Johor,1976-01-01,male,5-9,overall,108.5,1976
Johor,1976-01-01,male,10-14,overall,103.1,1976
Johor,1976-01-01,male,15-19,overall,87.1,1976
Johor,1976-01-01,male,20-24,overall,71.0,1976
Johor,1976-01-01,male,25-29,overall,57.1,1976
Johor,1976-01-01,male,30-34,overall,42.4,1976
Johor,1976-01-01,male,35-39,overall,39.4,1976
Johor,1976-01-01,male,40-44,overall,29.8,1976
Johor,1976-01-01,male,45-49,overall,25.9,1976
Johor,1976-01-01,male,50-54,overall,20.2,1976
Johor,1976-01-01,male,55-59,overall,16.8,1976
Johor,1976-01-01,male,60-64,overall,14.2,1976
Johor,1976-01-01,male,65-69,overall,12.5,1976
Johor,1976-01-01,male,70+,overall,16.5,1976
Johor,1977-01-01,both,overall,overall,1541.9,1977
Johor,1977-01-01,both,0-4,overall,226.0,1977
Johor,1977-01-01,both,5-9,overall,215.7,1977
Johor,1977-01-01,both,10-14,overall,205.3,1977
Johor,1977-01-01,both,15-19,overall,180.2,1977
Johor,1977-01-01,both,20-24,overall,148.2,1977
Johor,1977-01-01,both,25-29,overall,119.8,1977
Johor,1977-01-01,both,30-34,overall,89.4,1977
Johor,1977-01-01,both,35-39,overall,77.5,1977
Johor,1977-01-01,both,40-44,overall,64.5,1977
Johor,1977-01-01,both,45-49,overall,53.1,1977
Johor,1977-01-01,both,50-54,overall,42.3,1977
Johor,1977-01-01,both,55-59,overall,34.7,1977
Johor,1977-01-01,both,60-64,overall,28.5,1977
Johor,1977-01-01,both,65-69,overall,23.8,1977
Johor,1977-01-01,both,70+,overall,32.8,1977
Johor,1977-01-01,female,overall,overall,765.5,1977
Johor,1977-01-01,female,0-4,overall,110.1,1977
Johor,1977-01-01,female,5-9,overall,105.5,1977
Johor,1977-01-01,female,10-14,overall,101.7,1977
Johor,1977-01-01,female,15-19,overall,91.1,1977
Johor,1977-01-01,female,20-24,overall,75.6,1977
Johor,1977-01-01,female,25-29,overall,60.3,1977
Johor,1977-01-01,female,30-34,overall,43.9,1977
Johor,1977-01-01,female,35-39,overall,37.7,1977
Johor,1977-01-01,female,40-44,overall,32.5,1977
Johor,1977-01-01,female,45-49,overall,26.9,1977
Johor,1977-01-01,female,50-54,overall,21.3,1977
Johor,1977-01-01,female,55-59,overall,17.6,1977
Johor,1977-01-01,female,60-64,overall,14.2,1977
Johor,1977-01-01,female,65-69,overall,11.5,1977
Johor,1977-01-01,female,70+,overall,15.6,1977
Johor,1977-01-01,male,overall,overall,776.4,1977
Johor,1977-01-01,male,0-4,overall,115.9,1977
Johor,1977-01-01,male,5-9,overall,110.2,1977
Johor,1977-01-01,male,10-14,overall,103.6,1977
Johor,1977-01-01,male,15-19,overall,89.1,1977
Johor,1977-01-01,male,20-24,overall,72.7,1977
Johor,1977-01-01,male,25-29,overall,59.5,1977
Johor,1977-01-01,male,30-34,overall,45.5,1977
Johor,1977-01-01,male,35-39,overall,39.7,1977
Johor,1977-01-01,male,40-44,overall,32.0,1977
Johor,1977-01-01,male,45-49,overall,26.3,1977
Johor,1977-01-01,male,50-54,overall,20.9,1977
Johor,1977-01-01,male,55-59,overall,17.1,1977
Johor,1977-01-01,male,60-64,overall,14.3,1977
Johor,1977-01-01,male,65-69,overall,12.3,1977
Johor,1977-01-01,male,70+,overall,17.3,1977
Johor,1978-01-01,both,overall,overall,1573.4,1978
Johor,1978-01-01,both,0-4,overall,226.4,1978
Johor,1978-01-01,both,5-9,overall,218.1,1978
Johor,1978-01-01,both,10-14,overall,206.6,1978
Johor,1978-01-01,both,15-19,overall,184.4,1978
Johor,1978-01-01,both,20-24,overall,151.0,1978
Johor,1978-01-01,both,25-29,overall,123.9,1978
Johor,1978-01-01,both,30-34,overall,95.7,1978
Johor,1978-01-01,both,35-39,overall,77.7,1978
Johor,1978-01-01,both,40-44,overall,68.3,1978
Johor,1978-01-01,both,45-49,overall,54.1,1978
Johor,1978-01-01,both,50-54,overall,44.9,1978
Johor,1978-01-01,both,55-59,overall,35.1,1978
Johor,1978-01-01,both,60-64,overall,29.1,1978
Johor,1978-01-01,both,65-69,overall,23.6,1978
Johor,1978-01-01,both,70+,overall,34.6,1978
Johor,1978-01-01,female,overall,overall,781.2,1978
Johor,1978-01-01,female,0-4,overall,110.3,1978
Johor,1978-01-01,female,5-9,overall,106.6,1978
Johor,1978-01-01,female,10-14,overall,102.1,1978
Johor,1978-01-01,female,15-19,overall,93.1,1978
Johor,1978-01-01,female,20-24,overall,77.3,1978
Johor,1978-01-01,female,25-29,overall,62.5,1978
Johor,1978-01-01,female,30-34,overall,47.1,1978
Johor,1978-01-01,female,35-39,overall,37.7,1978
Johor,1978-01-01,female,40-44,overall,34.0,1978
Johor,1978-01-01,female,45-49,overall,27.5,1978
Johor,1978-01-01,female,50-54,overall,22.4,1978
Johor,1978-01-01,female,55-59,overall,17.8,1978
Johor,1978-01-01,female,60-64,overall,14.7,1978
Johor,1978-01-01,female,65-69,overall,11.5,1978
Johor,1978-01-01,female,70+,overall,16.6,1978
Johor,1978-01-01,male,overall,overall,792.2,1978
Johor,1978-01-01,male,0-4,overall,116.1,1978
Johor,1978-01-01,male,5-9,overall,111.5,1978
Johor,1978-01-01,male,10-14,overall,104.5,1978
Johor,1978-01-01,male,15-19,overall,91.3,1978
Johor,1978-01-01,male,20-24,overall,73.7,1978
Johor,1978-01-01,male,25-29,overall,61.4,1978
Johor,1978-01-01,male,30-34,overall,48.6,1978
Johor,1978-01-01,male,35-39,overall,40.0,1978
Johor,1978-01-01,male,40-44,overall,34.3,1978
Johor,1978-01-01,male,45-49,overall,26.6,1978
Johor,1978-01-01,male,50-54,overall,22.5,1978
Johor,1978-01-01,male,55-59,overall,17.3,1978
Johor,1978-01-01,male,60-64,overall,14.4,1978
Johor,1978-01-01,male,65-69,overall,12.0,1978
Johor,1978-01-01,male,70+,overall,18.0,1978
Johor,1979-01-01,both,overall,overall,1606.4,1979
Johor,1979-01-01,both,0-4,overall,227.1,1979
Johor,1979-01-01,both,5-9,overall,220.5,1979
Johor,1979-01-01,both,10-14,overall,208.8,1979
Johor,1979-01-01,both,15-19,overall,189.0,1979
Johor,1979-01-01,both,20-24,overall,153.8,1979
Johor,1979-01-01,both,25-29,overall,127.5,1979
Johor,1979-01-01,both,30-34,overall,102.2,1979
Johor,1979-01-01,both,35-39,overall,78.1,1979
Johor,1979-01-01,both,40-44,overall,72.2,1979
Johor,1979-01-01,both,45-49,overall,55.0,1979
Johor,1979-01-01,both,50-54,overall,47.2,1979
Johor,1979-01-01,both,55-59,overall,35.6,1979
Johor,1979-01-01,both,60-64,overall,29.6,1979
Johor,1979-01-01,both,65-69,overall,23.3,1979
Johor,1979-01-01,both,70+,overall,36.3,1979
Johor,1979-01-01,female,overall,overall,797.9,1979
Johor,1979-01-01,female,0-4,overall,110.7,1979
Johor,1979-01-01,female,5-9,overall,107.7,1979
Johor,1979-01-01,female,10-14,overall,102.9,1979
Johor,1979-01-01,female,15-19,overall,95.3,1979
Johor,1979-01-01,female,20-24,overall,79.1,1979
Johor,1979-01-01,female,25-29,overall,64.5,1979
Johor,1979-01-01,female,30-34,overall,50.3,1979
Johor,1979-01-01,female,35-39,overall,37.8,1979
Johor,1979-01-01,female,40-44,overall,35.5,1979
Johor,1979-01-01,female,45-49,overall,28.1,1979
Johor,1979-01-01,female,50-54,overall,23.6,1979
Johor,1979-01-01,female,55-59,overall,18.0,1979
Johor,1979-01-01,female,60-64,overall,15.2,1979
Johor,1979-01-01,female,65-69,overall,11.5,1979
Johor,1979-01-01,female,70+,overall,17.6,1979
Johor,1979-01-01,male,overall,overall,808.5,1979
Johor,1979-01-01,male,0-4,overall,116.4,1979
Johor,1979-01-01,male,5-9,overall,112.9,1979
Johor,1979-01-01,male,10-14,overall,105.8,1979
Johor,1979-01-01,male,15-19,overall,93.6,1979
Johor,1979-01-01,male,20-24,overall,74.7,1979
Johor,1979-01-01,male,25-29,overall,63.0,1979
Johor,1979-01-01,male,30-34,overall,51.9,1979
Johor,1979-01-01,male,35-39,overall,40.4,1979
Johor,1979-01-01,male,40-44,overall,36.7,1979
Johor,1979-01-01,male,45-49,overall,26.9,1979
Johor,1979-01-01,male,50-54,overall,23.7,1979
Johor,1979-01-01,male,55-59,overall,17.6,1979
Johor,1979-01-01,male,60-64,overall,14.5,1979
Johor,1979-01-01,male,65-69,overall,11.8,1979
Johor,1979-01-01,male,70+,overall,18.7,1979
Johor,1980-01-01,both,overall,overall,1646.2,1980
Johor,1980-01-01,both,overall,bumi,899.7,1980
Johor,1980-01-01,both,overall,chinese,634.7,1980
Johor,1980-01-01,both,overall,indian,109.3,1980
Johor,1980-01-01,both,overall,other,2.5,1980
Johor,1980-01-01,both,0-4,overall,230.9,1980
Johor,1980-01-01,both,0-4,bumi,127.9,1980
Johor,1980-01-01,both,0-4,chinese,86.6,1980
Johor,1980-01-01,both,0-4,indian,16.1,1980
Johor,1980-01-01,both,0-4,other,0.3,1980
Johor,1980-01-01,both,5-9,overall,220.9,1980
Johor,1980-01-01,both,5-9,bumi,122.9,1980
Johor,1980-01-01,both,5-9,chinese,83.4,1980
Johor,1980-01-01,both,5-9,indian,14.4,1980
Johor,1980-01-01,both,5-9,other,0.2,1980
Johor,1980-01-01,both,10-14,overall,214.6,1980
Johor,1980-01-01,both,10-14,bumi,118.7,1980
Johor,1980-01-01,both,10-14,chinese,80.9,1980
Johor,1980-01-01,both,10-14,indian,14.6,1980
Johor,1980-01-01,both,10-14,other,0.3,1980
Johor,1980-01-01,both,15-19,overall,196.0,1980
Johor,1980-01-01,both,15-19,bumi,112.1,1980
Johor,1980-01-01,both,15-19,chinese,70.3,1980
Johor,1980-01-01,both,15-19,indian,13.5,1980
Johor,1980-01-01,both,15-19,other,0.2,1980
Johor,1980-01-01,both,20-24,overall,155.2,1980
Johor,1980-01-01,both,20-24,bumi,88.9,1980
Johor,1980-01-01,both,20-24,chinese,55.2,1980
Johor,1980-01-01,both,20-24,indian,10.8,1980
Johor,1980-01-01,both,20-24,other,0.3,1980
Johor,1980-01-01,both,25-29,overall,129.9,1980
Johor,1980-01-01,both,25-29,bumi,70.8,1980
Johor,1980-01-01,both,25-29,chinese,50.1,1980
Johor,1980-01-01,both,25-29,indian,8.7,1980
Johor,1980-01-01,both,25-29,other,0.2,1980
Johor,1980-01-01,both,30-34,overall,106.2,1980
Johor,1980-01-01,both,30-34,bumi,56.1,1980
Johor,1980-01-01,both,30-34,chinese,43.3,1980
Johor,1980-01-01,both,30-34,indian,6.6,1980
